,term,term_id,variant_of,variant_of_id,plural_of,plural_of_id,romanization_of,romanization_of_id,language_id,language,malignant_meaning,benign_meaning,is_about_nationality,nationalities,is_about_ethnicity,athnicities,is_about_religion,religions,is_about_gender,genders,is_about_orientation,orientations,is_about_disability,is_about_class,is_archaic,offensiveness,created_on,updated_on
91,darkie,mogkbqrfn,darky,dpobaNtLV,,,,,eng,English,"A black person. The term may cause offense. though Randall Kennedy's Nigger: The Strange Career of a Troublesome Word notes that some judges have considered 'darky' a 'term of endearment.' In South Africa, it can be considered offensive (depending on the context), but is commonly used among black people to refer to other black people in a non-derogatory way.",,N,['MX'],Y,['African'],N,['Islam'],N,['female'],N,['homosexual'],N,N,N,Very offensive,2013-06-23 18:20:11,2022-04-05 19:36:55
92,darkies,ioCE4HrwJ,,,darkie,mogkbqrfn,,,eng,English,"A black person. The term may cause offense. though Randall Kennedy's Nigger: The Strange Career of a Troublesome Word notes that some judges have considered 'darky' a 'term of endearment.' In South Africa, it can be considered offensive (depending on the context), but is commonly used among black people to refer to other black people in a non-derogatory way.",,N,['MX'],Y,['African'],N,['Islam'],N,['female'],N,['homosexual'],N,N,N,Very offensive,2018-11-01 20:34:07,2022-04-05 19:36:47
93,darky,dpobaNtLV,,,,,,,eng,English,"A black person. The term may cause offense. though Randall Kennedy's Nigger: The Strange Career of a Troublesome Word notes that some judges have considered 'darky' a 'term of endearment.' In South Africa, it can be considered offensive (depending on the context), but is commonly used among black people to refer to other black people in a non-derogatory way.",,N,['MX'],Y,['African'],N,['Islam'],N,['female'],N,['homosexual'],N,N,N,Extremely offensive,2013-05-02 05:29:52,2022-04-05 19:36:36
94,deminigger,TUX9xYLRQ,seminiggers,TNVTHHLit,,,,,eng,English,Of Middle Eastern descent,,N,['MX'],Y,['Arabs'],N,['Islam'],N,['female'],N,['homosexual'],N,N,N,Extremely offensive,2019-04-12 15:22:21,2022-04-05 19:36:13
95,dune niggers,sxQAmHdCX,,,dune nigger,xHfvkTwGd,,,eng,English,A person of Arab descent.,,N,['MX'],Y,['Arabs'],N,['Islam'],N,['female'],N,['homosexual'],N,N,N,Extremely offensive,2018-11-01 20:34:10,2022-04-05 19:34:59
96,fog nigger,shTzwyLqw,,,,,,,eng,English,A black person of British nationality.,,Y,['GB'],Y,['African'],N,['Islam'],N,['female'],N,['homosexual'],N,N,N,Extremely offensive,2013-12-06 00:20:45,2022-04-05 19:34:49
97,house nigger,7eYqKWPYW,,,,,,,eng,English,"As with Uncle Tom, a reference to a black person who is subservient to whites.",,N,['GB'],Y,['African'],N,['Islam'],N,['female'],N,['homosexual'],N,N,N,Extremely offensive,2013-06-21 23:37:27,2022-04-05 19:34:20
98,ice nigger,wsgWWUecr,,,,,,,eng,English,A black Canadian.,,Y,['CA'],Y,['African'],N,['Islam'],N,['female'],N,['homosexual'],N,N,N,Extremely offensive,2013-07-17 18:50:09,2022-04-05 19:33:58
99,niggar,eEtjV1ERG,nigger,ZwnJksDoT,,,,,eng,English,A black person.,,N,['CA'],Y,['African'],N,['Islam'],N,['female'],N,['homosexual'],N,N,N,Extremely offensive,2013-06-25 10:13:57,2022-04-05 19:30:35
100,niggahs,DipBnerom,,,niggah,rxzJwUPiy,,,eng,English,A black person.,,N,,Y,['African'],N,,N,,N,,N,N,N,Extremely offensive,2018-11-01 20:36:16,2022-04-05 19:30:30
101,niggah,rxzJwUPiy,nigger,ZwnJksDoT,,,,,eng,English,A black person.,,N,,Y,['African'],N,,N,,N,,N,N,N,Extremely offensive,2013-05-31 07:47:09,2022-04-05 19:30:26
102,hores,AwwCNPXQV,,,hore,ndmcd7hDf,,,eng,English,A prostitute or promiscuous individual,,N,,N,['African'],N,,Y,['female'],N,,N,N,N,Very offensive,2022-04-05 19:20:46,2022-04-05 19:20:46
103,hore,ndmcd7hDf,whore,MZWTFDJqV,,,,,eng,English,A prostitute or promiscuous individual,,N,,N,['African'],N,,Y,['female'],N,,N,N,N,Very offensive,2022-04-05 19:20:32,2022-04-05 19:20:32
104,hoers,FBK7g4JTJ,,,hoer,BgnBpWxDb,,,eng,English,A prostitute or promiscuous individual,,N,,N,['African'],N,,Y,['female'],N,,N,N,N,Very offensive,2022-04-05 19:19:41,2022-04-05 19:19:41
105,hoer,BgnBpWxDb,whore,MZWTFDJqV,,,,,eng,English,A prostitute or promiscuous individual,,N,,N,['African'],N,,Y,['female'],N,,N,N,N,Very offensive,2022-04-05 19:19:28,2022-04-05 19:19:28
106,hoares,iwufuqLsZ,,,hoare,4BFpvQMCV,,,eng,English,A prostitute or promiscuous individual,,N,,N,['African'],N,,Y,['female'],N,,N,N,N,Very offensive,2022-04-05 19:19:07,2022-04-05 19:19:07
107,hoare,4BFpvQMCV,whore,MZWTFDJqV,,,,,eng,English,A prostitute or promiscuous individual,,N,,N,['African'],N,,Y,['female'],N,,N,N,N,Very offensive,2022-04-05 19:18:48,2022-04-05 19:18:48
108,hoars,ntrEVYnGt,,,hoar,WcVwZbakD,,,eng,English,A prostitute or promiscuous individual,,N,,N,['African'],N,,Y,['female'],N,,N,N,N,Very offensive,2022-04-05 19:18:27,2022-04-05 19:18:27
109,hoar,WcVwZbakD,whore,MZWTFDJqV,,,,,eng,English,A prostitute or promiscuous individual,,N,,N,['African'],N,,Y,['female'],N,,N,N,N,Very offensive,2022-04-05 19:17:46,2022-04-05 19:17:46
110,he-shes,BBnJMeHfk,,,he-she,yJvNcMRF4,,,eng,English,"A transsexual, transgendered or sexually ambiguous person",,N,,N,['African'],N,,Y,['transgender'],Y,['homosexual'],N,N,N,Very offensive,2022-04-05 17:18:59,2022-04-05 17:18:59
111,he-she,yJvNcMRF4,heshe,wHePYPMAY,,,,,eng,English,"A transsexual, transgendered or sexually ambiguous person",,N,,N,['African'],N,,Y,['transgender'],Y,['homosexual'],N,N,N,Very offensive,2022-04-05 17:18:41,2022-04-05 17:18:41
112,heshes,HMTBFHdDG,,,heshe,wHePYPMAY,,,eng,English,"A transsexual, transgendered or sexually ambiguous person",,N,,N,['African'],N,,Y,['transgender'],Y,['homosexual'],N,N,N,Very offensive,2022-04-05 17:18:03,2022-04-05 17:18:03
113,heshe,wHePYPMAY,,,,,,,eng,English,"A transsexual, transgendered or sexually ambiguous person",,N,,N,['African'],N,,Y,['transgender'],Y,['homosexual'],N,N,N,Very offensive,2022-04-05 17:15:09,2022-04-05 17:15:09
114,fudge-packers,mUQnnEKbN,,,fudge-packer,iAGKqHGAG,,,eng,English,A homosexual who engages in anal sex,,N,,N,['African'],N,,Y,['transgender'],Y,['homosexual'],N,N,N,Significantly offensive,2022-04-05 17:11:40,2022-04-05 17:11:40
115,fudge-packer,iAGKqHGAG,fudgepacker,AcGZNAyRg,,,,,eng,English,A homosexual who engages in anal sex,,N,,N,['African'],N,,Y,['transgender'],Y,['homosexual'],N,N,N,Significantly offensive,2022-04-05 17:11:27,2022-04-05 17:11:27
116,biatches,cAxvdvhhp,,,biatch,rNKBrtKtF,,,eng,English,A human female,,N,,N,['African'],N,,Y,['female'],N,['homosexual'],N,N,N,Significantly offensive,2022-04-04 19:21:53,2022-04-04 19:21:53
117,biatch,rNKBrtKtF,bitch,zhAyJrQzt,,,,,eng,English,A human female,,N,,N,['African'],N,,Y,['female'],N,['homosexual'],N,N,N,Significantly offensive,2022-04-04 19:21:18,2022-04-04 19:21:18
118,assfuckers,tCWFXQqLH,,,assfucker,LgTQWVEWF,,,eng,English,One who engages in anal sex,,N,,N,['African'],N,,N,['female'],Y,['homosexual'],N,N,N,Significantly offensive,2022-04-04 17:23:58,2022-04-04 17:23:58
119,ass-fuckers,jaebkamKc,,,ass-fucker,fwhpbkfMt,,,eng,English,One who engages in anal sex,,N,,N,['African'],N,,N,['female'],Y,['homosexual'],N,N,N,Significantly offensive,2022-04-04 17:23:29,2022-04-04 17:23:29
120,ass-fucker,fwhpbkfMt,assfucker,LgTQWVEWF,,,,,eng,English,One who engages in anal sex,,N,,N,['African'],N,,N,['female'],Y,['homosexual'],N,N,N,Significantly offensive,2022-04-04 17:22:59,2022-04-04 17:22:59
121,assfucker,LgTQWVEWF,,,,,,,eng,English,One who engages in anal sex,,N,,N,['African'],N,,N,['female'],Y,['homosexual'],N,N,N,Significantly offensive,2022-04-04 17:22:32,2022-04-04 17:22:32
122,shitskinned,iuVvhUrRX,shitskin,MeRXunZse,,,,,eng,English,"A non-Caucasian, or person with dark skin",,N,,Y,"['African', 'African American', 'Arabs']",N,,N,['female'],N,['homosexual'],N,N,N,Very offensive,2022-02-26 17:03:44,2022-02-26 17:03:44
123,shitskins,VgjcskXsE,,,shitskin,MeRXunZse,,,eng,English,"A non-Caucasian, or person with dark skin",,N,,Y,"['African', 'African American', 'Arabs']",N,,N,['female'],N,['homosexual'],N,N,N,Very offensive,2022-02-26 17:03:27,2022-02-26 17:03:27
124,shitskin,MeRXunZse,,,,,,,eng,English,"A non-Caucasian, or person with dark skin",,N,,Y,"['African', 'African American', 'Arabs']",N,,N,['female'],N,['homosexual'],N,N,N,Very offensive,2022-02-26 17:03:07,2022-02-26 17:03:07
125,mongrels,GyLv4mEon,,,mongrel,JDNgerRRg,,,eng,English,One of mixed heritage,A dog of mixed breed,N,,Y,"['African', 'African American', 'Arabs']",N,,N,['female'],N,['homosexual'],N,N,N,Very offensive,2022-02-26 17:01:42,2022-02-26 17:01:42
126,mongrel,JDNgerRRg,,,,,,,eng,English,One of mixed heritage,A dog of mixed breed,N,,Y,"['African', 'African American', 'Arabs']",N,,N,['female'],N,['homosexual'],N,N,N,Very offensive,2022-02-26 17:01:26,2022-02-26 17:01:26
127,goatfuckers,ZCjfVGFGu,,,goatfucker,j3mcd3iDg,,,eng,English,Used to disparage Muslims and/or those of Middle Eastern heritage,,N,,Y,['Arabs'],Y,['Islam'],N,['female'],N,['homosexual'],N,N,N,Very offensive,2022-02-26 17:00:37,2022-02-26 17:00:37
128,goatfucker,j3mcd3iDg,,,,,,,eng,English,Used to disparage Muslims and/or those of Middle Eastern heritage,,N,,Y,['Arabs'],Y,['Islam'],N,['female'],N,['homosexual'],N,N,N,Very offensive,2022-02-26 17:00:18,2022-02-26 17:00:18
129,turkroaches,Jvn7wjMKD,,,turkroach,FWcseFxAY,,,eng,English,"Disparaging term for one of Turkish nationality, used as a 4chan meme, specifically /int/ and /pol/",,Y,['TR'],N,['Arabs'],N,['Islam'],N,['female'],N,['homosexual'],N,N,N,Moderately offensive,2022-02-26 16:57:03,2022-02-26 16:57:03
130,turkroach,FWcseFxAY,,,,,,,eng,English,"Disparaging term for one of Turkish nationality, used as a 4chan meme, specifically /int/ and /pol/",,Y,['TR'],N,['Arabs'],N,['Islam'],N,['female'],N,['homosexual'],N,N,N,Moderately offensive,2022-02-26 16:56:36,2022-02-26 16:56:36
131,Saracen,oGEQehZmb,,,,,,,eng,English,Currently used as disparaging term for Muslim,Archaic term for Muslim dating from the Middle Ages,N,['TR'],N,['Arabs'],Y,['Islam'],N,['female'],N,['homosexual'],N,N,N,Moderately offensive,2022-02-26 16:54:46,2022-02-26 16:54:46
132,dimepieces,BUFZmrQkT,,,dimepiece,Arcccgske,,,eng,English,Attractive womans,,N,['TR'],N,['Arabs'],N,['Islam'],N,['female'],N,['homosexual'],N,N,N,Mildly offensive or inoffensive,2021-07-17 19:19:59,2021-07-17 19:19:59
133,dimepiece,Arcccgske,,,,,,,eng,English,An attractive woman,,N,['TR'],N,['Arabs'],N,['Islam'],N,['female'],N,['homosexual'],N,N,N,Mildly offensive or inoffensive,2021-07-17 19:19:44,2021-07-17 19:19:44
134,cyatties,evjmfA1Qv,,,cyattie,tJYZDkKEB,,,eng,English,Obnoxious women,,N,['TR'],N,['Arabs'],N,['Islam'],N,['female'],N,['homosexual'],N,N,N,Mildly offensive or inoffensive,2021-07-17 19:18:11,2021-07-17 19:18:11
135,ratchet,YYEofhHmA,,,,,,,eng,English,An obnoxious woman,A tool used for turning bolts,N,['TR'],N,['Arabs'],N,['Islam'],N,['female'],N,['homosexual'],N,N,N,Mildly offensive or inoffensive,2021-07-17 19:16:44,2021-07-17 19:17:31
136,cyat,hKqbRxxjR,cyattie,tJYZDkKEB,,,,,eng,English,Obnoxious woman,,N,['TR'],N,['Arabs'],N,['Islam'],N,['female'],N,['homosexual'],N,N,N,Mildly offensive or inoffensive,2021-07-17 19:16:21,2021-07-17 19:16:21
137,cyattie,tJYZDkKEB,,,,,,,eng,English,Obnoxious woman,,N,['TR'],N,['Arabs'],N,['Islam'],N,['female'],N,['homosexual'],N,N,N,Mildly offensive or inoffensive,2021-07-17 19:15:45,2021-07-17 19:15:45
138,blue eyed devils,FGbEyhxMu,,,blue eyed devil,QDzmWgvCb,,,eng,English,"Initially a slur against Europeans, has been reclaimed by white supremacists",,N,['TR'],Y,['European'],N,['Islam'],N,['female'],N,['homosexual'],N,N,N,Significantly offensive,2021-04-18 21:38:37,2021-04-18 21:38:56
139,blue eyed devil,QDzmWgvCb,,,,,,,eng,English,"Initially a slur against Europeans, has been reclaimed by white supremacists",,N,['TR'],Y,['European'],N,['Islam'],N,['female'],N,['homosexual'],N,N,N,Significantly offensive,2021-04-18 21:38:05,2021-04-18 21:38:19
140,Osama,PfqGYMzQv,Bin Laden,dBAhoTNMm,,,,,eng,English,A Muslim,"al-Qaeda founder, Osama Bin Laden",N,['TR'],N,['European'],Y,['Islam'],N,['female'],N,['homosexual'],N,N,N,Extremely offensive,2021-01-09 17:20:32,2021-04-18 21:33:05
141,Bin Laden,dBAhoTNMm,,,,,,,eng,English,A Muslim,"al-Qaeda founder, Osama Bin Laden",N,['TR'],N,['European'],Y,['Islam'],N,['female'],N,['homosexual'],N,N,N,Extremely offensive,2021-04-16 18:59:05,2021-04-18 21:31:57
142,woodpile,UduMbNeXr,,,wood,oqUypExGN,,,eng,English,[1] Used by southern African-Americans and upper class whites to denote poor rural whites. It is still used mostly by African-Americans in reference to white people. [2] Reclaimed by white supremacists to refer to white prison gang members.,,N,['TR'],Y,['European'],N,['Islam'],N,['female'],N,['homosexual'],N,N,N,Very offensive,2021-04-18 14:47:37,2021-04-18 14:47:37
143,wood,oqUypExGN,peckerwood,tgGbEbava,,,,,eng,English,[1] Used by southern African-Americans and upper class whites to denote poor rural whites. It is still used mostly by African-Americans in reference to white people. [2] Reclaimed by white supremacists to refer to white prison gang members.,,N,['TR'],Y,['European'],N,['Islam'],N,['female'],N,['homosexual'],N,N,N,Very offensive,2021-04-18 14:47:08,2021-04-18 14:47:08
144,peckerwoods,Rh16PyNeV,,,peckerwood,tgGbEbava,,,eng,English,[1] Used by southern African-Americans and upper class whites to denote poor rural whites. It is still used mostly by African-Americans in reference to white people. [2] Reclaimed by white supremacists to refer to white prison gang members.,,N,['TR'],Y,['European'],N,['Islam'],N,['female'],N,['homosexual'],N,N,N,Very offensive,2018-11-01 20:36:27,2021-04-18 14:46:26
145,peckerwood,tgGbEbava,,,,,,,eng,English,[1] Used by southern African-Americans and upper class whites to denote poor rural whites. It is still used mostly by African-Americans in reference to white people. [2] Reclaimed by white supremacists to refer to white prison gang members.,,N,['TR'],Y,['European'],N,['Islam'],N,['female'],N,['homosexual'],N,N,N,Very offensive,2013-04-18 14:10:44,2021-04-18 14:46:01
146,niggerwool,Wvu4YscsM,,,,,,,eng,English,Describing the texture of African American hair,,N,['TR'],Y,['African'],N,['Islam'],N,['female'],N,['homosexual'],N,N,N,Extremely offensive,2018-11-01 19:42:28,-0001-11-30 05:17:32
147,niggera,YGqo9guhn,,,,,,,eng,English,Alternative use of the term 'nigger',,N,['TR'],Y,['African'],N,['Islam'],N,['female'],N,['homosexual'],N,N,N,Extremely offensive,2018-11-01 19:42:28,-0001-11-30 05:17:32
148,good goy,erEWTbRnF,,,,,,,eng,English,A non-Jewish person who disbelieves in a global Jewish conspiracy,,N,['TR'],Y,['Jews'],N,['Islam'],N,['female'],N,['homosexual'],N,N,N,Very offensive,2019-01-14 20:44:52,-0001-11-30 05:17:32
149,jigaboos,6rNFDuR4E,,,jigaboo,oyRMGMPFz,,,eng,English,"A black person. Jiggaboo or jigabo is from a Bantu verb tshikabo, meaning meek or servile.",,N,['TR'],Y,['Jews'],N,['Islam'],N,['female'],N,['homosexual'],N,N,N,Extremely offensive,2018-11-01 20:35:45,-0001-11-30 05:17:32
150,fruities,ECpVBpJVZ,fruit,MXBMtLUJL,fruity,Ghw9F8jrb,,,eng,English,,,N,['TR'],N,['Jews'],N,['Islam'],N,['female'],Y,['homosexual'],N,N,N,,2019-02-28 20:06:40,-0001-11-30 05:17:32
151,moch,VqxmEzMLG,mocky,qK1gfBRGT,,,,,eng,English,A Jewish person (first used in the 1930s).,,N,['TR'],Y,['Jews'],N,['Islam'],N,['female'],N,['homosexual'],N,N,N,Very offensive,2013-08-24 14:38:04,-0001-11-30 05:17:32
152,Caublasian,FebTRVA4u,,,,,,,eng,English,"A person of mixed Caucasian, African and Asian heritage",,N,['TR'],Y,['Jews'],N,['Islam'],N,['female'],N,['homosexual'],N,N,N,Significantly offensive,2014-02-24 20:58:24,-0001-11-30 05:17:32
153,mock,CHdkEwFgN,mocky,qK1gfBRGT,,,,,eng,English,A Jewish person (first used in the 1930s).,To poke fun at someone,N,['TR'],Y,['Jews'],N,['Islam'],N,['female'],N,['homosexual'],N,N,N,Very offensive,2013-08-24 14:38:04,-0001-11-30 05:17:32
154,jants,dfrepxMhj,,,jant,VHKLXNPXF,,,eng,English,"In Ireland, a disreputable, working class or delinquent person",,N,['TR'],N,['Jews'],N,['Islam'],N,['female'],N,['homosexual'],N,Y,N,,2018-11-01 20:35:42,-0001-11-30 05:17:32
155,kneegroes,JUFxnbDQp,,,kneegrow,chtMCqHRj,,,eng,English,Alternative form of 'negro',,N,['TR'],Y,['African American'],N,['Islam'],N,['female'],N,['homosexual'],N,N,N,,2018-11-01 20:35:50,-0001-11-30 05:17:32
156,the goyim know,VwgjUqPyn,,,,,,,eng,English,Meme implying a supposed global Jewish conspiracy,,N,['TR'],Y,['Jews'],N,['Islam'],N,['female'],N,['homosexual'],N,N,N,Significantly offensive,2019-01-14 20:50:16,-0001-11-30 05:17:32
157,mudslime,FwUiwpQeQ,,,,,,,eng,English,[1] Used as a racist and Islamophobic trope against Muslims (especailly ones from non Europe-North American countries),,N,['TR'],N,['Jews'],Y,['Islam'],N,['female'],N,['homosexual'],N,N,N,Extremely offensive,2021-03-30 18:30:45,-0001-11-30 05:17:32
158,Freḥa,vZVMGzofj,,,,,פרחה,MZmNRYxqJ,eng,English,,,N,['TR'],N,['Jews'],N,['Islam'],N,['female'],N,['homosexual'],N,Y,N,,2019-03-18 18:08:15,-0001-11-30 05:17:32
159,rube,NzbPacpHX,,,,,,,eng,English,A rural person.,,N,['TR'],N,['Jews'],N,['Islam'],N,['female'],N,['homosexual'],N,Y,N,Significantly offensive,2013-06-24 04:50:22,-0001-11-30 05:17:32
160,Shelta,cvBktFVXg,,,,,,,eng,English,An Irish Traveller.,,Y,['IE'],Y,['Irish'],N,['Islam'],N,['female'],N,['homosexual'],N,N,N,Very offensive,2013-06-23 07:40:26,-0001-11-30 05:17:32
161,sheeny,NczGFKfLC,,,,,,,eng,English,A 19th-century derogatory term for an 'untrustworthy Jew.',,N,['IE'],Y,['Irish'],N,['Islam'],N,['female'],N,['homosexual'],N,N,Y,Very offensive,2013-06-23 09:40:13,-0001-11-30 05:17:32
162,gew,EJTZuLvkz,,,,,,,eng,English,A German Jew.,,Y,['DE'],Y,"['German', 'Jews']",Y,['Judaism'],N,['female'],N,['homosexual'],N,N,N,Very offensive,2013-06-23 11:10:26,-0001-11-30 05:17:32
163,shant,GdNUHdVeA,,,,,,,eng,English,"A disenfranchised Irish peson, from 'shanty'.","Contraction of ""shall not""",Y,['IE'],N,"['German', 'Jews']",N,['Judaism'],N,['female'],N,['homosexual'],N,Y,N,Very offensive,2013-06-23 11:20:23,-0001-11-30 05:17:32
164,Gerudo,JBQTLru4c,,,,,,,eng,English,"A Muslim female. Probably formed from the name of the Gerudo people, a fantasy race created in the Legend of Zelda series.",,N,['IE'],N,"['German', 'Jews']",Y,['Islam'],N,['female'],N,['homosexual'],N,N,N,Extremely offensive,2013-06-23 11:30:27,-0001-11-30 05:17:32
165,Christ killer,txFimzoYC,,,,,,,eng,English,"A Jew, an allusion to Jewish deicide. On occasion it can also be used as an anti-Italian slur on the basis the Romans, as ancestors of the present-day Italians, executed Jesus.",,N,['IE'],Y,"['Italian', 'Jews']",Y,['Judaism'],N,['female'],N,['homosexual'],N,N,N,Extremely offensive,2013-06-23 12:00:35,-0001-11-30 05:17:32
166,shade,Q7Wxd9wzz,,,,,,,eng,English,"A black person, or one attempting to be perceived as black.","Shelter, particularly from the sun",N,['IE'],Y,"['Italian', 'Jews']",N,['Judaism'],N,['female'],N,['homosexual'],N,N,N,Very offensive,2013-06-23 13:40:29,-0001-11-30 05:17:32
167,dot head,n6Mezkvis,,,,,,,eng,English,"A person of Indian descent, from the caste-mark (dot) on an Indian's forehead.",,Y,['IN'],Y,"['Italian', 'Jews']",N,['Judaism'],N,['female'],N,['homosexual'],N,N,N,Very offensive,2013-06-23 19:40:11,-0001-11-30 05:17:32
168,sawney,8wpjpHerh,,,,,,,eng,English,"A Scottish person, local variant of Sandy, short for 'Alasdair'.",,Y,['GB'],N,"['Italian', 'Jews']",N,['Judaism'],N,['female'],N,['homosexual'],N,N,Y,Moderately offensive,2013-06-23 22:30:14,-0001-11-30 05:17:32
